article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
108000347,1080003,Brown Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Brown sneakers.
108000348,1080003,Brown Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Brown pyjama set.
108000354,1080003,Brown Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Brown pyjama set.
108000355,1080003,Pink Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Pink sweater.
108000362,1080003,Pink Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Pink trousers.
108000371,1080003,Pink Dress,265,Dress,Garment Full body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Pink dress.
108000374,1080003,Pink Bag,60,Bag,Accessories,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Pink bag.
108000379,1080003,Pink Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Pink sneakers.
108000387,1080003,Pink Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Pink pyjama set.
108000395,1080003,Red Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Red sweater.
108000402,1080004,Red Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Red trousers.
108000405,1080004,Red Dress,265,Dress,Garment Full body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Red dress.
108000413,1080004,Red Bag,60,Bag,Accessories,1010016,Solid,9,Red,4,Dark,5,Red,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Red bag.
108000418,1080004,Red Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Red,4,Dark,5,Red,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Red sneakers.
108000423,1080004,Red Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Red,4,Dark,5,Red,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Red pyjama set.
108000428,1080004,Green Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Green sweater.
108000433,1080004,Green Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Green trousers.
108000435,1080004,Green Dress,265,Dress,Garment Full body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Green dress.
108000441,1080004,Green Bag,60,Bag,Accessories,1010016,Solid,9,Green,4,Dark,5,Green,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Green bag.
108000443,1080004,Green Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Green,4,Dark,5,Green,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Green sneakers.
108000451,1080004,Green Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Green,4,Dark,5,Green,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Green pyjama set.
108000460,1080004,Yellow Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Yellow sweater.
108000464,1080004,Yellow Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Yellow trousers.
108000467,1080004,Yellow Dress,265,Dress,Garment Full body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Yellow dress.
108000474,1080004,Yellow Bag,60,Bag,Accessories,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Yellow bag.
108000476,1080004,Yellow Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Yellow sneakers.
108000477,1080004,Yellow Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Yellow pyjama set.
108000480,1080004,Orange Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Orange sweater.
108000488,1080004,Orange Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Orange trousers.
108000496,1080004,Orange Dress,265,Dress,Garment Full body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Orange dress.
108000499,1080004,Orange Bag,60,Bag,Accessories,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Orange bag.
108000507,1080005,Orange Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Orange sneakers.
108000514,1080005,Orange Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Orange pyjama set.
108000516,1080005,Purple Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Purple sweater.
108000525,1080005,Purple Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Purple trousers.
108000531,1080005,Purple Dress,265,Dress,Garment Full body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Purple dress.
108000532,1080005,Purple Bag,60,Bag,Accessories,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Purple bag.
108000534,1080005,Purple Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Purple sneakers.
108000539,1080005,Purple Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Purple pyjama set.
108000546,1080005,Turquoise Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Turquoise sweater.
108000555,1080005,Turquoise Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Turquoise trousers.
108000561,1080005,Turquoise Dress,265,Dress,Garment Full body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Turquoise dress.
108000566,1080005,Turquoise Bag,60,Bag,Accessories,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Turquoise bag.
108000570,1080005,Turquoise Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Turquoise sneakers.
108000574,1080005,Turquoise Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Turquoise pyjama set.
108000579,1080005,Black Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Black sweater.
108000586,1080005,Black Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Black sweater.
108000587,1080005,Black Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Black trousers.
108000595,1080005,Black Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Black trousers.
108000600,1080006,Black Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Black dress.
108000603,1080006,Black Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Black dress.
108000609,1080006,Black Bag,60,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Black bag.
108000610,1080006,Black Bag,60,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Black bag.
108000616,1080006,Black Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Black sneakers.
108000625,1080006,Black Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Black sneakers.
108000626,1080006,Black Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Black pyjama set.
108000631,1080006,Black Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Black pyjama set.
108000640,1080006,White Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,White,4,Dark,5,White,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,White sweater.
108000647,1080006,White Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,White,4,Dark,5,White,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,White sweater.
108000650,1080006,White Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,White,4,Dark,5,White,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,White trousers.
