t_dat,customer_id,article_id,price,sales_channel_id
2019-04-20,c0002529,108000824,0.051647,1
2018-10-14,c0003152,108000190,0.02762,1
2020-05-25,c0000840,108001832,0.026793,2
2019-04-30,c0000093,108000603,0.051934,1
2020-03-20,c0002661,108001671,0.055609,2
2018-11-24,c0002337,108000107,0.013566,2
2019-10-26,c0001647,108001321,0.026198,1
2018-12-03,c0002635,108000186,0.025624,1
2020-04-16,c0003232,108001876,0.021375,1
2020-04-06,c0001546,108002184,0.04462,2
2019-08-21,c0003736,108001571,0.014317,2
2019-05-23,c0000329,108000625,0.044551,2
2019-04-07,c0000349,108000826,0.048256,1
2020-05-10,c0003019,108001887,0.025591,1
2018-12-18,c0000656,108000198,0.030989,2
2018-11-17,c0003258,108000418,0.049925,2
2020-03-14,c0000306,108002126,0.013786,1
2018-10-23,c0001187,108000315,0.048244,1
2020-01-01,c0002443,108001209,0.01972,2
2019-05-03,c0003032,108000813,0.026362,1
2018-11-17,c0001290,108000297,0.03814,1
2020-09-08,c0003914,108002444,0.032639,2
2020-04-15,c0000093,108002041,0.013348,1
2020-04-22,c0001660,108001984,0.041651,1
2018-11-22,c0000253,108000164,0.01555,2
2018-10-21,c0000647,108000192,0.037197,2
2020-04-21,c0001700,108002142,0.024328,2
2020-04-09,c0002738,108002041,0.01327,2
2020-05-13,c0002269,108002148,0.033648,1
2019-03-29,c0003555,108000880,0.011042,2
2020-09-12,c0000380,108002470,0.013561,1
2020-04-25,c0003136,108001705,0.011782,1
2018-11-06,c0003585,108000331,0.0129,1
2019-05-09,c0000819,108000854,0.030701,1
2019-02-23,c0002161,108000773,0.057231,1
2019-09-14,c0003428,108001424,0.02826,2
2019-08-15,c0002160,108001491,0.025889,1
2019-06-22,c0000933,108000974,0.008942,2
2019-01-05,c0001320,108000488,0.023453,2
2020-03-04,c0003026,108002060,0.023851,1
2020-08-15,c0003898,108002757,0.042812,1
2019-03-07,c0002921,108000679,0.042832,1
2019-07-09,c0002485,108000603,0.035537,2
2019-04-13,c0001122,108000823,0.037247,1
2019-04-02,c0001117,108000813,0.026315,2
2019-09-27,c0002529,108001529,0.024036,1
2019-10-31,c0001403,108001315,0.008893,2
2019-10-06,c0000137,108001115,0.021584,1
2019-04-14,c0003300,108000764,0.032726,1
2019-02-17,c0000995,108000654,0.032666,1
2018-11-17,c0000029,108000208,0.054588,2
2019-12-15,c0000077,108001525,0.021561,2
2020-06-03,c0002484,108001654,0.016967,1
2020-05-13,c0002596,108001923,0.047224,1
2019-02-26,c0002415,108000885,0.043699,1
2019-11-22,c0001305,108001574,0.04965,1
2018-12-11,c0003867,108000443,0.026818,2
2020-04-11,c0002297,108001863,0.041043,1
2020-05-17,c0001659,108001781,0.023728,2
2018-12-04,c0002198,108000258,0.008048,2
2020-08-19,c0003401,108002237,0.049033,2
2020-03-13,c0003122,108001671,0.055428,1
2020-08-17,c0003180,108002731,0.018912,2
2020-08-24,c0003085,108002393,0.050807,1
2019-04-01,c0001279,108000609,0.008106,2
2019-10-24,c0003878,108001115,0.021574,1
2019-02-14,c0000615,108000862,0.034907,1
2018-12-19,c0001268,108000170,0.029149,1
2019-03-10,c0002229,108000663,0.056835,1
2018-12-26,c0003714,108000477,0.010201,1
2020-05-31,c0002779,108001710,0.015515,1
2020-10-08,c0000993,108002312,0.013357,2
2018-11-23,c0002927,108000147,0.038095,1
2019-01-13,c0000653,108000239,0.023469,1
2020-10-11,c0002084,108002623,0.038187,2
2020-09-02,c0000352,108002347,0.013204,1
2019-10-29,c0003019,108001153,0.052422,1
2020-10-12,c0003704,108002699,0.030095,1
2019-03-13,c0000639,108000813,0.026404,2
2018-11-12,c0000205,108000029,0.04865,2
2019-07-03,c0002509,108000603,0.051642,1
2020-05-31,c0003487,108001922,0.048323,2
2019-09-30,c0000319,108001396,0.049397,1
2019-11-25,c0001737,108001305,0.027025,2
2019-09-15,c0001957,108001150,0.034559,1
2020-04-14,c0001136,108001974,0.009305,1
2019-10-24,c0002566,108001536,0.03196,1
2019-03-15,c0003515,108000851,0.027988,1
2020-04-22,c0000832,108001758,0.021282,1
2020-04-10,c0001148,108001962,0.05776,1
2019-09-12,c0001572,108001166,0.015206,1
2020-09-02,c0000155,108002309,0.043762,1
2020-05-10,c0000623,108001944,0.014439,2
2020-09-18,c0003777,108002682,0.036879,2
2019-12-08,c0000809,108001363,0.057981,1
2020-09-22,c0002641,108002211,0.038184,1
2020-04-27,c0001205,108001842,0.031648,1
2020-09-14,c0003315,108002498,0.037473,2
2019-09-17,c0001010,108001306,0.014206,2
2020-05-07,c0003236,108001800,0.008782,1
2020-05-15,c0000047,108001722,0.032759,2
2020-08-29,c0002581,108002495,0.027404,1
2019-09-17,c0002619,108001519,0.056558,1
2018-11-13,c0003589,108000514,0.022059,1
2020-06-12,c0002296,108001855,0.032386,2
2019-05-09,c0000401,108000587,0.03482,2
2019-09-24,c0003853,108001356,0.033628,1
2020-08-19,c0000830,108002615,0.02806,1
2019-12-21,c0003145,108001084,0.022959,1
2019-09-24,c0002054,108001259,0.018222,2
2019-08-07,c0001707,108001376,0.012714,1
2019-03-19,c0002121,108000984,0.023617,1
2018-12-14,c0002581,108000516,0.017023,1
2019-04-10,c0003440,108000801,0.022589,1
2020-03-25,c0003946,108001900,0.035472,1
2019-03-19,c0001710,108000841,0.014093,1
2018-12-03,c0003880,108000534,0.03966,1
2020-04-14,c0001679,108001712,0.019433,2
2019-04-14,c0000042,108000741,0.018801,2
2018-12-29,c0001096,108000239,0.012968,2
2018-09-28,c0003356,108000101,0.047463,1
2020-05-11,c0000124,108001752,0.047586,1
2019-01-08,c0001011,108000507,0.030685,2
2020-09-07,c0002432,108002393,0.050739,2
2019-05-18,c0003457,108000587,0.034644,1
2019-10-26,c0003736,108001142,0.035921,2
2020-08-21,c0001271,108002444,0.032813,1
2018-12-29,c0003312,108000113,0.043336,2
2020-04-19,c0002922,108001712,0.021042,2
2020-09-21,c0003313,108002645,0.01323,2
2019-07-04,c0000976,108000705,0.020218,2
2019-10-19,c0000756,108001321,0.02633,1
2019-04-15,c0000362,108000891,0.020206,2
2020-05-13,c0003377,108001887,0.025557,1
2020-06-13,c0001406,108001663,0.025018,2
2019-03-27,c0002503,108000663,0.056913,2
2020-10-17,c0002837,108002451,0.03739,2
2018-12-19,c0001697,108000220,0.027076,1
2020-09-11,c0001892,108002202,0.023939,1
2020-05-04,c0001302,108001961,0.046817,1
2018-10-21,c0003761,108000418,0.049638,1
2019-10-27,c0001897,108001196,0.018622,2
2019-07-08,c0000497,108000957,0.026331,1
2020-04-08,c0002718,108001842,0.031427,1
2019-09-15,c0001541,108001348,0.028417,2
2020-09-20,c0001283,108002451,0.057996,2
2019-03-23,c0001626,108001023,0.053885,1
2019-06-04,c0003656,108001062,0.008528,1
2020-03-31,c0002529,108001948,0.038632,2
2020-10-24,c0002231,108002273,0.035041,2
2020-10-12,c0000294,108002202,0.0238,1
2020-09-12,c0000419,108002347,0.013246,2
2020-04-01,c0001889,108001776,0.028059,1
2020-10-11,c0003315,108002322,0.016482,2
2019-09-16,c0000887,108001579,0.026476,1
2018-10-06,c0000079,108000499,0.014898,1
2020-07-02,c0003218,108002036,0.027488,2
2019-09-19,c0000036,108001213,0.030945,1
2020-08-22,c0002060,108002269,0.02572,2
2018-12-03,c0001309,108000053,0.048853,1
2019-10-14,c0003504,108001423,0.014348,1
2019-12-09,c0003947,108001537,0.035911,1
2019-03-10,c0003073,108000873,0.01436,1
2020-04-19,c0003529,108001887,0.025632,2
2020-04-14,c0000175,108002006,0.056387,2
2019-11-13,c0003951,108001424,0.01625,1
2019-10-01,c0001122,108001268,0.019684,1
2019-10-06,c0003599,108001423,0.014051,2
2019-12-10,c0000120,108001476,0.014381,2
2020-03-29,c0000573,108002142,0.021104,2
2019-10-16,c0003966,108001448,0.029733,2
2019-03-24,c0002776,108000929,0.013409,1
2020-10-18,c0002084,108002495,0.016066,1
2019-04-02,c0002813,108000696,0.024298,2
2020-10-07,c0003262,108002682,0.036882,2
2018-11-24,c0003611,108000460,0.013075,2
2018-12-01,c0000400,108000339,0.045502,2
2019-04-20,c0001453,108000757,0.036067,2
2019-10-09,c0000264,108001485,0.014988,1
2019-07-03,c0003462,108000804,0.024556,1
2018-12-06,c0002797,108000107,0.009614,2
2019-01-12,c0000568,108000428,0.015754,2
2019-04-04,c0000112,108000984,0.023429,1
2020-03-09,c0003602,108002184,0.044635,2
2020-09-24,c0000870,108002478,0.047096,1
2019-09-26,c0003876,108001501,0.056236,2
2018-11-24,c0000412,108000237,0.018577,2
2019-11-12,c0001584,108001562,0.032029,2
2019-03-29,c0001440,108000901,0.054054,1
2019-05-09,c0003445,108000992,0.035244,2
2019-11-23,c0003745,108001497,0.037514,2
2020-08-17,c0000303,108002326,0.034413,2
2019-08-29,c0003188,108001529,0.023976,2
2019-04-11,c0001777,108000899,0.027311,2
2018-11-23,c0003903,108000290,0.018256,2
2019-04-25,c0001313,108000745,0.028322,2
2020-05-10,c0002259,108001838,0.022715,1
2020-05-09,c0000993,108002106,0.023211,2
2020-04-03,c0003020,108001881,0.023109,2
2019-06-09,c0001484,108000997,0.05747,2
2018-11-03,c0003505,108000212,0.013049,1
2018-12-08,c0003615,108000017,0.028633,1
2020-08-28,c0003601,108002521,0.040044,1
2019-06-27,c0002737,108001023,0.034166,2
2020-04-08,c0002055,108001954,0.032226,1
2019-08-18,c0002501,108001231,0.013092,1
2020-03-22,c0000339,108001751,0.040809,2
2020-04-30,c0002063,108002120,0.031907,2
2018-11-05,c0002212,108000113,0.043489,1
2019-01-13,c0000356,108000443,0.02896,1
2019-04-15,c0002385,108000979,0.013705,2
2020-05-03,c0000803,108001936,0.022661,1
2018-12-25,c0002041,108000271,0.032918,2
2018-11-03,c0002902,108000331,0.012962,1
2018-12-18,c0003308,108000402,0.031725,1
2019-11-26,c0001398,108001075,0.014407,2
2018-11-01,c0002240,108000354,0.018505,2
2019-02-06,c0000745,108000999,0.015511,1
2018-11-13,c0003112,108000570,0.041851,2
2018-10-28,c0001394,108000299,0.032636,1
2019-11-06,c0002221,108001423,0.017513,1
2020-07-06,c0001584,108002022,0.028044,1
2018-10-14,c0000003,108000047,0.012914,1
2020-05-09,c0001129,108001697,0.022424,1
2020-09-15,c0000912,108002269,0.025786,1
2020-03-16,c0003917,108001781,0.036433,2
2018-10-07,c0000380,108000258,0.013271,2
2018-12-26,c0002726,108000213,0.009698,2
2020-08-14,c0000190,108002430,0.025162,1
2020-08-11,c0002111,108002361,0.021964,1
2019-10-14,c0000507,108001088,0.052129,1
2019-05-21,c0000197,108000764,0.032601,1
2019-04-24,c0002082,108000898,0.022801,1
2020-09-24,c0000065,108002480,0.019572,1
2020-03-28,c0001840,108001722,0.052248,2
2019-05-13,c0001311,108000732,0.045684,2
2019-10-20,c0001196,108001562,0.057529,2
2019-08-08,c0001490,108001627,0.049964,1
2020-04-20,c0000956,108001881,0.023079,1
2019-04-15,c0000354,108000848,0.042579,2
2019-10-10,c0003360,108001209,0.027725,2
2019-09-18,c0003285,108001458,0.014641,2
2018-11-09,c0000992,108000496,0.045956,2
2020-06-09,c0002370,108001697,0.022277,1
2020-04-16,c0003638,108001796,0.012994,1
2019-11-02,c0000630,108001324,0.04428,2
2019-09-29,c0003329,108001423,0.024317,1
2018-11-01,c0002386,108000474,0.012892,2
2018-10-20,c0002803,108000170,0.04453,2
2020-09-06,c0001956,108002468,0.014503,1
2020-10-10,c0000528,108002717,0.031839,1
2019-08-31,c0002294,108001633,0.01349,1
2019-03-11,c0003099,108000853,0.024877,1
2020-08-19,c0002421,108002373,0.023666,1
2018-11-15,c0000237,108000331,0.012903,2
2018-12-15,c0003868,108000131,0.014698,1
2020-08-25,c0003911,108002322,0.026832,1
2020-08-27,c0001925,108002538,0.018348,2
2019-05-08,c0001788,108000664,0.056382,1
2020-06-16,c0002227,108001961,0.029034,2
2020-03-31,c0002861,108001921,0.012575,1
2020-09-21,c0001314,108002605,0.039842,2
2020-05-21,c0003463,108001663,0.035942,1
2019-11-29,c0000428,108001383,0.009632,1
2020-05-21,c0003029,108001887,0.025676,1
2020-04-17,c0001448,108002133,0.016357,2
2018-11-04,c0002339,108000299,0.032776,1
2020-03-08,c0002227,108001708,0.026134,2
2019-02-07,c0001514,108000208,0.036035,1
2019-08-07,c0002153,108001627,0.049842,2
2020-09-12,c0000753,108002581,0.024232,1
2019-09-20,c0000492,108001424,0.028341,2
2019-11-02,c0003947,108001085,0.04978,2
2018-11-30,c0002933,108000347,0.047615,1
2020-09-14,c0002006,108002645,0.023885,1
2020-04-05,c0003017,108001976,0.049099,2
2019-09-04,c0002473,108001338,0.018275,1
2020-02-17,c0002950,108001800,0.01277,1
2019-12-24,c0001681,108001324,0.031296,2
2020-04-16,c0003221,108001954,0.03224,2
2018-11-10,c0001816,108000451,0.018971,2
2020-05-02,c0002939,108001742,0.008671,2
2019-10-13,c0002035,108001189,0.013981,2
2019-05-26,c0002828,108000920,0.03218,1
2018-12-01,c0001965,108000234,0.021343,1
2018-12-29,c0000370,108000271,0.030806,2
2019-09-30,c0001401,108001122,0.01894,1
2020-04-11,c0000622,108001976,0.048996,1
2020-04-15,c0001967,108001855,0.046321,1
2020-03-20,c0002114,108002085,0.030489,1
2020-09-08,c0002547,108002460,0.056529,2
2020-03-27,c0002189,108001792,0.054879,2
2018-12-04,c0003850,108000079,0.028233,2
2020-10-03,c0002695,108002440,0.03154,1
2020-08-12,c0003127,108002717,0.031896,1
2020-03-28,c0001440,108001776,0.028063,1
2020-09-29,c0000295,108002347,0.01316,1
2018-10-09,c0000066,108000499,0.014973,1
2019-03-25,c0002022,108000841,0.014049,2
2019-09-23,c0002294,108001213,0.031079,2
2020-05-18,c0001224,108001712,0.032965,2
2020-09-24,c0003041,108002510,0.012971,1
2019-04-27,c0002543,108001023,0.053894,2
2020-01-04,c0000674,108001305,0.030999,1
2020-06-28,c0001073,108001655,0.015728,2
2020-09-11,c0003512,108002484,0.021681,2
2019-11-29,c0002986,108001237,0.049981,2
2020-04-06,c0003969,108001900,0.019982,1
2020-04-09,c0001788,108001914,0.014726,1
2019-06-19,c0002681,108000804,0.024445,1
2018-11-29,c0002704,108000539,0.012677,2
2019-10-23,c0000075,108001305,0.047759,1
2019-01-01,c0000065,108000079,0.020331,2
2019-05-06,c0000665,108001037,0.011937,2
2019-10-17,c0000460,108001627,0.049825,1
2018-10-10,c0000844,108000026,0.033852,1
2018-10-28,c0001640,108000019,0.031147,1
2018-09-25,c0000184,108000026,0.033685,2
2018-12-29,c0000516,108000476,0.024267,1
2020-10-04,c0003537,108002582,0.033326,2
2019-10-17,c0003963,108001220,0.0545,2
2019-10-11,c0003734,108001571,0.008581,2
2019-05-12,c0003847,108001023,0.034835,2
2019-02-22,c0003586,108001009,0.019293,2
2020-05-13,c0001330,108001708,0.017565,2
2020-04-17,c0003323,108002060,0.015291,2
2020-03-07,c0002951,108002006,0.056342,2
2019-04-30,c0002917,108000703,0.038142,1
2020-08-06,c0003016,108002343,0.015994,1
2019-09-17,c0001799,108001537,0.051796,1
2019-01-31,c0002109,108000053,0.029967,2
2019-05-16,c0001792,108000741,0.011654,2
2018-11-07,c0003709,108000239,0.023461,1
2019-09-13,c0003668,108001620,0.023501,1
2019-08-29,c0002830,108001349,0.035509,2
2018-10-20,c0000802,108000499,0.01493,2
2019-11-14,c0002190,108001348,0.028272,1
2019-03-16,c0001348,108000718,0.015973,1
2020-07-06,c0003724,108001914,0.014701,1
2020-10-16,c0001533,108002343,0.010517,1
2020-08-17,c0003896,108002269,0.025756,1
2019-11-19,c0003831,108001159,0.03566,2
2019-09-25,c0000067,108001579,0.026579,1
2019-09-21,c0003812,108001523,0.046273,1
2019-08-27,c0002608,108001552,0.025276,1
2020-04-15,c0001384,108001865,0.050039,2
2020-09-24,c0001238,108002726,0.046126,1
2020-04-04,c0002298,108002142,0.021726,1
2019-02-06,c0002318,108000162,0.009157,2
2019-09-04,c0002367,108001268,0.027161,2
2020-02-15,c0000126,108002077,0.019243,1
2020-08-20,c0003425,108002269,0.025739,1
2020-04-29,c0000827,108002170,0.024581,1
2018-10-30,c0002291,108000477,0.017982,2
2019-10-12,c0000885,108001276,0.022759,2
2018-10-10,c0003028,108000190,0.027651,1
2020-03-23,c0002662,108002109,0.028375,1
2020-09-22,c0002295,108002605,0.039921,1
2019-05-10,c0001639,108000733,0.013474,2
2020-06-21,c0002566,108001881,0.013254,2
2018-10-17,c0000035,108000029,0.048881,1
2019-06-11,c0002750,108000603,0.033573,1
2019-12-17,c0002434,108001596,0.01435,2
2019-05-29,c0003283,108001025,0.009121,2
2020-03-15,c0001462,108001923,0.047185,2
2018-10-18,c0003982,108000026,0.033706,1
2020-08-12,c0002836,108002440,0.031545,2
2020-06-03,c0000345,108001767,0.015417,2
2019-04-06,c0002072,108000647,0.016469,2
2019-08-13,c0003614,108001297,0.049427,1
2019-09-29,c0002006,108001159,0.056016,1
2019-09-23,c0000245,108001075,0.025184,1
2020-05-10,c0000307,108002126,0.009532,2
2019-05-04,c0001742,108000932,0.031615,1
2018-11-07,c0003586,108000026,0.03391,2
2018-11-08,c0002251,108000566,0.015937,1
2020-09-24,c0001375,108002278,0.033627,2
2020-08-26,c0000323,108002510,0.012923,1
2020-05-06,c0000485,108001887,0.025496,1
2019-05-01,c0001736,108000786,0.027598,1
2020-02-13,c0003940,108002076,0.041905,1
2018-11-04,c0003229,108000464,0.032888,1
2018-11-18,c0000784,108000140,0.022771,2
2020-10-16,c0002951,108002757,0.030396,2
2019-06-02,c0000612,108000934,0.033086,2
2018-12-25,c0002675,108000355,0.017859,2
2018-10-27,c0003185,108000036,0.048167,1
2019-08-28,c0002486,108001485,0.021365,1
2019-04-23,c0001328,108000778,0.008788,2
2018-10-24,c0000571,108000237,0.027216,2
2019-10-29,c0002031,108001623,0.031571,1
2019-12-04,c0003108,108001276,0.022759,1
2019-01-23,c0003174,108000297,0.024556,1
2020-04-10,c0000276,108001708,0.026242,1
2018-12-13,c0000907,108000147,0.038012,1
2019-10-19,c0000179,108001540,0.043855,2
2019-02-23,c0002939,108000978,0.047158,1
2019-02-10,c0001708,108000732,0.045856,1
2018-10-28,c0001652,108000480,0.026634,2
2019-10-12,c0002889,108001514,0.023563,1
2019-04-18,c0000460,108000873,0.014454,1
2019-06-03,c0001031,108000595,0.024921,2
2020-09-14,c0001129,108002451,0.057982,1
2018-11-23,c0002300,108000496,0.045984,2
2018-10-15,c0001454,108000009,0.025558,2
2019-11-21,c0002855,108001363,0.057989,1
2019-10-17,c0003337,108001396,0.049776,2
2020-10-06,c0001334,108002260,0.018361,2
2018-12-03,c0001393,108000451,0.019054,1
2018-10-26,c0002013,108000170,0.044535,1
2020-03-29,c0001102,108002132,0.040489,1
2020-09-10,c0003281,108002451,0.057599,2
2018-12-07,c0002838,108000165,0.048754,1
2019-03-27,c0003958,108000745,0.028206,2
2019-12-24,c0002015,108001075,0.013996,2
2020-08-23,c0000213,108002581,0.02417,2
2020-10-21,c0002522,108002225,0.030712,2
2018-11-15,c0003907,108000263,0.045419,1
2019-09-05,c0001865,108001231,0.013078,1
2018-11-07,c0000584,108000534,0.039454,1
2019-11-07,c0002970,108001213,0.031104,1
2018-12-15,c0002554,108000339,0.045892,1
2020-08-18,c0002571,108002498,0.03758,1
2020-08-19,c0001964,108002440,0.031655,2
2019-12-13,c0003178,108001153,0.052567,1
2020-05-05,c0001326,108001663,0.035969,1
2019-09-01,c0000285,108001501,0.056262,2
2020-05-08,c0003826,108002097,0.008918,2
2020-03-24,c0003057,108001954,0.032303,2
2019-12-08,c0002205,108001383,0.009808,2
2019-05-21,c0000590,108000745,0.016938,1
2020-03-12,c0001375,108001923,0.047155,1
2020-09-30,c0001843,108002568,0.026842,1
2020-08-19,c0000668,108002214,0.03431,1
2019-12-11,c0001539,108001614,0.026266,1
2020-08-28,c0003708,108002710,0.024708,2
2019-06-17,c0003067,108000616,0.045629,2
2020-04-19,c0002815,108001779,0.031134,2
2019-04-05,c0003249,108000718,0.009427,1
2020-09-13,c0002949,108002357,0.042245,1
2019-10-27,c0002295,108001094,0.015424,2
2018-10-15,c0001752,108000237,0.027303,1
2020-05-27,c0000112,108002141,0.018001,2
2019-08-19,c0003218,108001571,0.014276,1
2018-10-18,c0003817,108000080,0.024962,1
2020-03-10,c0001406,108001865,0.049808,1
2020-10-05,c0001546,108002269,0.02577,1
2020-05-29,c0000685,108001767,0.01872,2
2019-09-26,c0000951,108001538,0.013262,2
2020-06-22,c0001203,108001838,0.012811,2
2018-11-18,c0003377,108000331,0.012924,1
2019-09-04,c0002633,108001529,0.023832,1
2020-06-01,c0000075,108001970,0.007951,2
2020-10-21,c0003181,108002245,0.050057,1
2020-02-18,c0001709,108001948,0.03867,1
2019-03-29,c0001194,108000795,0.013191,1
2019-09-14,c0002202,108001599,0.038783,1
2019-11-19,c0002596,108001160,0.008707,1
2019-05-31,c0003480,108000971,0.034032,1
2018-11-19,c0002958,108000156,0.052004,1
2019-04-17,c0003136,108000647,0.01504,2
2019-10-11,c0000322,108001159,0.05576,1
2020-08-03,c0003846,108002486,0.027852,1
2020-08-21,c0003338,108002501,0.058229,2
2019-06-12,c0001919,108000664,0.056555,2
2020-07-10,c0001216,108002003,0.025128,1
2020-04-25,c0000141,108001855,0.045995,2
2019-08-13,c0001806,108001376,0.012694,2
2020-04-10,c0002923,108001923,0.047241,2
2019-04-19,c0003424,108000767,0.047272,2
2019-10-05,c0002820,108001213,0.03124,2
2020-08-12,c0002615,108002309,0.043955,1
2019-04-05,c0000242,108001023,0.05404,1
2019-04-27,c0001747,108000851,0.01599,2
2020-04-08,c0001125,108001855,0.045977,1
2019-01-02,c0002957,108000534,0.024094,2
2019-05-23,c0002775,108000824,0.051639,2
2018-10-29,c0000975,108000290,0.027732,2
2020-07-09,c0002778,108002022,0.019835,2
2019-11-05,c0002891,108001536,0.031921,2
2020-04-18,c0003550,108001894,0.030654,1
2019-09-30,c0000676,108001396,0.049844,1
2019-03-16,c0001764,108000854,0.030777,1
2018-11-28,c0002730,108000092,0.036166,1
2020-10-17,c0002224,108002505,0.055416,2
2020-10-13,c0001404,108002400,0.013649,1
2019-10-29,c0002339,108001599,0.021893,2
2018-12-02,c0001492,108000131,0.023741,1
2020-08-09,c0003336,108002440,0.031676,1
2020-04-10,c0003949,108001922,0.047979,1
2020-10-02,c0002402,108002373,0.014153,1
2020-04-23,c0000815,108001863,0.041292,1
2019-03-25,c0000295,108000979,0.022427,1
2018-10-17,c0000832,108000147,0.038048,1
2020-08-03,c0002863,108002309,0.043831,1
2020-08-20,c0001673,108002245,0.05027,2
2020-04-13,c0002795,108002097,0.015288,2
2019-04-14,c0000481,108000900,0.03066,1
2018-11-01,c0001082,108000255,0.050206,1
2020-04-29,c0000422,108001932,0.019252,1
2020-09-14,c0000448,108002686,0.056353,2
2019-11-01,c0001849,108001349,0.024234,1
2019-07-09,c0001676,108000579,0.015158,2
2019-12-04,c0000707,108001545,0.018427,2
2018-11-15,c0000829,108000347,0.047566,1
2020-03-07,c0003280,108001900,0.035465,2
2019-04-21,c0001751,108000603,0.051583,2
2018-11-09,c0003023,108000315,0.048544,1
2020-08-28,c0003608,108002498,0.03741,2
2020-05-20,c0000113,108001692,0.022302,2
2019-03-14,c0003362,108001041,0.024284,1
2018-10-02,c0003458,108000141,0.03806,1
2018-11-27,c0001593,108000242,0.031672,1
2020-10-08,c0003126,108002260,0.016241,2
2019-01-12,c0002414,108000131,0.013895,1
2020-05-13,c0000028,108002169,0.026194,1
2020-09-15,c0002922,108002225,0.048021,1
